id,age,marital_status,sex,number_of_kids,occupation,education_level,house_tenure,income_past12months,avg_credit_card_spending_semi_annual
R01386,32,5,2,1,11,13,4,28420.63,10361.33
R01387,29,1,1,3,11,12,4,65455.71,52995.72
R01388,53,1,1,6,11,14,2,73799.24,12214.75
R01389,54,5,1,0,11,12,4,34636.61,13875.62
R01390,61,3,2,0,11,12,2,26429.87,19634.44
R01391,62,5,1,0,11,12,2,50399.07,4661.72
R01392,45,1,1,2,11,13,1,95016.54,15415.16
R01393,37,1,1,3,11,12,2,36818.57,13653.67
R01394,62,3,2,0,11,12,1,81310.74,9527.72
R01395,39,1,1,2,11,13,1,153993.77,29926.74
R01396,49,5,2,0,11,12,4,30189.73,5490.01
R01397,49,1,1,3,11,13,1,101594.67,19056.79
R01398,59,1,1,2,11,12,1,105310.1,21214.87
R01399,68,1,1,0,11,12,1,68911.59,9874.19
R01400,38,1,2,4,11,13,4,85156.54,14337.33
R01401,62,1,2,0,11,13,2,116624.73,11890.35
R01402,79,1,2,0,11,15,1,78869.55,39382.54
R01403,28,1,1,0,11,13,4,58171.29,8769.13
R01404,31,5,1,0,11,13,1,88105.98,9015.17
R01405,27,1,2,3,11,12,1,44184.13,11940.52
R01406,70,2,2,0,11,12,2,144397.62,38933.04
R01407,50,4,1,0,11,15,1,40338.13,7432.21
R01408,56,1,1,2,11,13,1,118004.95,13322.33
R01409,44,1,1,2,11,14,4,49148.76,8126.42
R01410,28,5,2,1,11,10,4,71461.93,6761.18
R01411,55,3,1,0,11,12,1,36950.25,3862.79
R01412,27,1,1,1,11,12,4,58072.2,8174.51
R01413,44,1,2,0,11,12,2,123234.46,9136.26
R01414,55,1,2,0,11,16,4,71947.29,4507.52
R01415,65,5,1,0,11,13,1,19244.88,6028.32
R01416,48,3,1,0,11,12,1,48628.56,7811.68
R01417,56,2,1,0,11,14,2,57924.97,4548.75
R01418,59,1,1,0,11,12,1,116765.13,21634.11
R01419,24,5,1,0,11,13,4,32418.25,5486.71
R01420,44,1,1,0,11,13,1,81387.79,14736.47
R01421,18,5,1,0,11,13,6,5167.81,766.22
R01422,72,1,1,0,11,13,2,50162.33,7241.71
R01423,35,1,1,0,11,14,1,202622.66,22750.13
R01424,65,3,1,0,11,12,4,30667.16,4883.9
R01425,52,1,1,2,11,16,1,77872.58,14344.08
R01426,58,1,1,0,11,13,1,67209.57,10415.73
R01427,62,1,1,0,11,12,2,38803.28,3822.27
R01428,53,5,1,0,11,12,1,74965.98,8162.23
R01429,33,1,1,0,11,13,2,61885.38,6752.44
R01430,22,5,1,0,11,13,6,1017.88,602.55
R01431,61,1,1,0,11,15,1,262847.93,9585.79
R01432,64,1,1,0,11,11,1,104207.02,4921.2
R01433,37,1,1,3,11,11,1,121641.92,8395.76
R01434,49,5,1,0,11,13,4,45185.5,3734.8
R01435,37,1,1,2,11,12,4,27443.5,1860.51
R01436,55,3,1,0,11,11,4,4279.02,2626.8
R01437,32,5,1,0,11,13,2,155262.53,14376.42
R01438,21,5,1,0,11,12,4,45301.66,2066.47
R01439,40,1,1,1,11,14,1,50050.24,4725.03
R01440,46,5,1,0,11,12,4,57963.79,2480.47
R01441,28,1,1,2,11,13,5,60855.96,3081.89
R01442,45,5,1,0,11,13,2,29132.59,1331.26
R01443,52,3,1,0,11,10,4,37532.35,6359.21
R01444,53,1,1,0,11,11,1,99113.75,5205.22
R01445,60,1,1,0,11,12,1,119150.25,4962.16
R01446,29,5,1,0,11,13,4,37066.7,2352.1
R01447,67,5,2,0,11,16,2,64216.53,5019.3
R01448,55,3,1,0,11,12,1,46066.51,3223.42
R01449,34,5,1,0,11,13,4,35827.07,3649.45
R01450,36,1,1,2,11,12,4,19666.77,2656.17
R01451,22,5,1,0,11,13,4,1266.08,1818.74
R01452,48,1,2,1,11,13,1,37881.59,3382.96
R01453,48,5,1,0,11,12,4,30140.5,4412.61
R01454,61,3,2,1,11,13,1,264740.97,10314.71
R01455,63,2,1,0,11,13,1,85554.17,5125.13
R01456,24,5,2,2,10,13,2,39674.22,45889.11
R01457,42,1,1,3,10,15,4,44597.16,12858.93
R01458,56,1,1,0,10,14,1,222507.61,20172.05
R01459,24,5,1,0,10,13,1,60182,13802.79
R01460,53,3,1,0,10,12,1,70276.98,7069.38
R01461,19,5,1,0,10,13,4,23489.49,5316.75
R01462,66,1,1,0,10,16,1,443929.46,22689.65
R01463,28,5,1,0,10,15,4,35591.65,8105.37
R01464,42,5,1,0,10,13,4,2327.62,3560.28
R01465,77,1,1,0,10,16,1,67962.62,12342.67
R01466,67,1,1,0,10,13,2,29406.65,5996.71
R01467,56,5,2,0,10,15,2,34320.56,7294
R01468,75,3,1,0,10,12,2,64089.75,7324.61
R01469,38,1,2,4,10,12,4,77216.66,17746.21
R01470,50,3,1,0,10,12,5,34399.03,4903.93
R01471,24,5,1,0,10,12,4,20481.91,6012.65
R01472,58,1,2,0,10,14,1,46151.32,6943.65
R01473,60,2,2,2,10,11,4,36935.47,10080.68
R01474,57,2,2,0,10,12,1,24208.32,5792.62
R01475,53,1,1,0,10,12,1,103373.32,17122.55
R01476,62,3,1,0,10,13,1,355099.65,52606.4
R01477,57,1,1,0,10,10,2,35117.39,5410.25
R01478,57,2,1,0,10,11,4,32163.99,7099.74
R01479,39,5,2,2,10,13,4,72669.4,9689.78
R01480,34,4,2,0,10,15,4,29003.66,7662.42
R01481,40,1,2,2,10,15,1,161527.8,30515.28
R01482,52,4,1,0,10,12,2,17145.48,2394.82
R01483,45,1,2,2,10,12,4,88180.67,9675.74
R01484,52,1,2,0,10,14,1,52624.53,6716.71
R01485,23,5,1,1,10,13,4,44670.67,12172.96
R01486,75,2,2,0,10,11,2,24896.66,5071.41
R01487,43,1,2,1,10,14,1,47113.15,6714.93
R01488,82,3,1,0,10,13,2,42017.46,14709.35
R01489,43,3,2,0,10,15,1,87640.82,12122.29
R01490,44,3,2,1,10,11,4,31397.1,10802.08
R01491,52,1,1,2,10,12,4,31280.83,7088.99
R01492,46,1,1,1,10,13,1,103394.96,15983.32
R01493,51,5,2,2,10,11,4,70236.98,7770.84
R01494,53,5,2,0,10,13,2,56.49,1800.98
R01495,30,1,2,2,10,13,2,16138.01,5051.78
R01496,36,1,2,5,10,12,4,71673.38,11931.47
R01497,45,1,2,2,10,12,4,48200.91,13377.69
R01498,58,1,1,0,10,10,4,20964.48,4387.33
R01499,60,3,2,0,10,13,2,27163,3542.24
R01500,47,1,1,1,10,13,1,35233.39,14991.24
R01501,45,3,2,1,10,10,1,90704.19,12059.03
R01502,30,1,1,2,10,14,4,159615.04,21374.53
R01503,21,1,2,5,10,10,4,65572.05,7617.75
R01504,55,1,1,0,10,12,1,61769.41,17521.14
R01505,31,1,1,2,10,11,4,28816.87,8494.13
R01506,44,1,1,0,10,10,4,51826.68,7998.6
R01507,26,1,1,3,10,12,4,26426.69,7099.25
R01508,56,5,2,0,10,12,2,40284.26,7485.23
R01509,58,3,2,0,10,15,4,60206.85,11622.97
R01510,18,5,1,0,10,12,4,16854.44,4518.28
R01511,36,1,2,2,10,12,1,107255.94,17902.2
R01512,38,1,2,0,10,15,1,19963.33,7666.43
R01513,70,1,1,0,10,12,1,79884.83,8015.46
R01514,66,1,1,0,10,15,2,98800.74,14657.82
R01515,38,3,1,0,10,12,4,83301.5,7815.89
R01516,51,1,1,2,10,13,2,26779.92,4842.05
R01517,34,1,2,1,10,10,4,28890.4,3664.14
R01518,24,5,1,0,10,12,4,30094.59,5275.06
R01519,46,3,2,0,10,13,2,18526.44,2777.72
R01520,63,3,1,0,10,15,2,18189.94,1656.39
R01521,76,2,2,0,10,12,2,46136.18,3809.77
R01522,69,3,1,2,10,10,4,165526.11,11322.71
R01523,30,5,1,2,10,14,1,73282.31,11034.72
R01524,58,5,2,0,10,13,2,60755.71,4470.84
R01525,30,5,2,0,10,15,4,40453.08,6254.97
R01526,46,2,2,1,10,12,2,28484.64,3727.18
R01527,67,5,2,0,10,12,1,22527.23,6852.53
R01528,22,1,2,1,10,12,4,33170.64,10310.65
R01529,61,3,2,0,10,11,1,25309.83,3673.45
R01530,22,5,2,0,10,13,4,1549.14,1199.73
R01531,25,5,2,0,10,15,1,75577.94,9199.07
R01532,33,1,1,1,10,12,4,31721.27,4417.44
R01533,53,5,2,2,10,14,4,12478.13,6438.44
R01534,60,3,2,0,10,11,2,37343.06,3316.96
R01535,55,5,1,0,10,15,1,743628.95,56690.15
R01536,45,5,1,0,10,12,4,10204.48,1188.38
R01537,71,1,1,0,10,15,1,417082.22,24607.29
R01538,65,2,2,1,10,13,2,36519.42,3238.64
R01539,43,2,2,2,10,12,1,73970.79,15145.26
R01540,45,4,2,1,10,12,2,16379.07,2280.56
R01541,63,1,2,0,10,12,1,64725.72,5941.8
R01542,30,1,2,3,10,13,1,48659.02,9560.57
R01543,38,5,1,0,10,16,4,34510.35,3273.11
R01544,59,1,1,0,10,15,1,68759.16,6959.85
R01545,54,1,2,2,10,13,1,149032.58,25600.37
R01546,55,4,2,0,10,10,2,26074.12,4724.64
R01547,69,4,2,0,10,11,2,17095.57,1932.69
R01548,33,5,2,2,10,13,4,20846.34,6979.62
R01549,39,4,2,1,10,11,4,27392.78,3536.93
R01550,65,2,2,0,10,12,4,12152.93,3359.94
R01551,48,5,2,0,10,13,4,34062.48,4637.55
R01552,22,1,2,0,10,13,4,32890.76,4205.63
R01553,70,3,1,0,10,12,4,48946.06,23527.45
R01554,25,5,1,0,10,12,1,53163.01,2855.02
R01555,66,1,2,0,10,12,1,71318.67,8437.94
R01556,46,5,1,0,10,15,1,30862.51,13144.79
R01557,65,3,2,0,10,12,1,44889.19,11492.34
R01558,35,1,1,2,10,11,4,42360.19,9434.89
R01559,46,1,1,2,10,12,1,82295.36,18244.73
R01560,37,5,2,1,10,12,1,19174.45,4263.86
R01561,39,1,2,2,10,14,1,95720.54,11608.49
R01562,63,1,1,0,10,12,2,172384.24,17962.54
R01563,63,1,2,0,10,13,1,52380.69,7737.02
R01564,50,1,2,2,10,14,1,209184.4,15826.78
R01565,57,5,1,0,10,15,4,17038.52,3087.35
R01566,60,3,1,0,10,15,1,60307.99,8818.82
R01567,57,1,1,0,10,11,2,26919.77,4678.62
R01568,59,5,1,0,10,12,1,23920.02,2931.08
R01569,39,1,2,6,10,13,1,50534.45,7390.83
R01570,51,1,2,2,10,10,2,35266.66,3976.62
R01571,24,1,2,0,10,13,4,73085,7849.52
R01572,63,5,1,0,10,15,1,51459.83,5193.79
R01573,56,1,2,1,10,11,4,70270.77,6148.01
R01574,53,1,1,0,10,15,4,142250.38,11044.58
R01575,66,1,1,2,10,16,2,50845.66,3779.86
R01576,67,1,2,0,10,13,2,76791.1,10889.66
R01577,26,5,2,1,10,16,2,12706.24,823.54
R01578,42,3,2,0,10,15,4,14445.31,1053.61
R01579,45,4,2,0,10,15,4,96286.85,8343.47
R01580,67,1,2,0,10,15,1,414091.64,49530.25
R01581,59,3,2,0,10,13,2,15263.92,1900.58
R01582,54,3,1,0,10,12,4,15075.49,2404.58
R01583,59,1,2,0,10,11,2,22483.02,1178.4
R01584,49,3,2,1,10,16,2,17886.18,994.86
R01585,36,1,2,0,10,12,4,54121.68,2493.35
R01586,32,1,2,1,10,13,4,36135.67,3769.22
R01587,57,5,1,0,10,12,2,28998.31,1703.24
R01588,50,1,2,1,10,11,1,279466.9,6442.06
R01589,40,1,2,2,10,11,2,52369.05,2232.7
R01590,52,1,1,2,10,15,4,55623.33,2411.43
R01591,51,1,1,2,10,11,4,62120.63,3127.01
R01592,58,5,1,0,10,12,4,62163.31,2519.67
R01593,62,1,2,0,10,13,1,97803.2,9517.36
R01594,55,1,1,0,10,11,1,39793.26,1788.26
R01595,78,2,2,0,10,11,2,19065.92,1460.86
R01596,34,5,2,1,10,11,4,33142.71,3266.11
R01597,63,5,1,0,10,15,4,34134.41,1502.49
R01598,34,1,2,3,10,12,4,41208.45,2801.88
R01599,48,5,1,0,10,13,2,23229.55,2679.2
R01600,41,1,2,2,10,10,4,63118.63,8214.01
R01601,20,5,2,0,10,12,1,125797.71,5985.98
R01602,43,1,1,3,10,15,4,26642.78,3554.82
R01603,57,1,2,0,10,16,2,104323.94,4900.79
R01604,63,1,1,0,10,14,2,69089.33,4470.86
R01605,28,5,2,2,10,12,4,13409.96,1161.11
R01606,23,1,2,1,10,11,4,30397.55,2605.8
R01607,49,1,1,0,10,13,4,78966.16,3309.14
R01608,62,1,2,0,10,10,1,10600.74,806.92
R01609,52,5,2,0,10,15,1,27631.81,3302.12
R01610,67,3,2,0,10,11,2,46531.04,1817.22
R01611,54,3,2,0,10,12,4,74897.08,2802.63
R01612,38,5,2,2,10,14,4,15185.06,3353.33
R01613,63,1,2,0,10,12,2,51147.9,2713.26
R01614,39,1,1,3,10,13,1,81937.56,6899.39
R01615,48,5,1,0,10,12,4,13863.8,875.9
R01616,63,1,1,0,10,15,4,55768.16,2178.28
R01617,33,5,1,2,10,11,4,11508.29,1725
R01618,54,5,1,1,10,13,1,24198.32,3475.83
R01619,62,1,2,0,10,12,2,35874.28,1927.7
R01620,28,5,1,0,10,15,4,40993.33,2663.83
R01621,44,1,2,2,10,15,2,18197.59,1312.33
R01622,21,5,1,0,10,13,4,23267.5,1424.73
R01623,61,1,1,0,10,12,4,72120.22,2102.81
R01624,70,3,2,0,10,13,4,43322.85,2017.67
R01625,56,3,1,0,10,11,4,66687.73,3583.22
R01626,54,3,2,0,10,13,4,25495.27,2206.15
R01627,32,1,2,3,10,13,4,7268.23,2139.59
R01628,56,3,2,0,10,13,4,26574.98,3173.88
R01629,39,5,1,0,10,12,4,60156.48,2245.64
R01630,57,4,2,3,10,10,1,38204.95,2453.06
R01631,63,3,2,0,10,12,2,2667.48,1525.53
R01632,59,1,2,0,10,11,1,87123.45,7971.49
R01633,55,1,2,0,10,10,4,40105.1,2576.17
R01634,51,1,2,1,10,14,1,65382.68,4299.59
R01635,36,1,1,3,10,14,1,38821.47,1938.27
R01636,75,4,1,0,10,15,1,87821.73,2680.73
R01637,49,5,2,0,10,15,1,44339.59,3138.75
R01638,41,3,2,0,10,12,1,10094.8,1583.72
R01639,69,3,1,0,10,16,1,60145.58,6044.07
R01640,70,1,2,0,10,12,1,71635.36,4191.26
R01641,42,1,2,2,10,13,1,243759.78,11258.67
R01642,34,3,2,0,10,13,4,22134.18,1144.21
R01643,32,4,1,0,10,12,4,55320.52,8052.45
R01644,23,5,2,0,10,15,4,29779.5,9368.87
R01645,40,1,1,0,10,13,1,137934.04,13310.5
R01646,22,1,1,0,10,15,2,130521.49,31656.24
R01647,47,1,1,3,10,10,4,30082.23,7129.98
R01648,46,5,2,3,10,14,1,130156.03,8660.28
R01649,61,5,1,0,10,16,4,27978.39,10679.41
R01650,27,1,2,0,10,12,1,91392.51,12509.25
R01651,26,5,1,1,10,14,1,28251.79,11303.45
R01652,37,1,1,1,10,13,1,84172,7902.11
R01653,28,5,2,0,10,12,4,18570.43,6496.46
R01654,55,2,2,0,10,13,1,128379,15286.3
R01655,55,3,1,0,10,13,4,9486.23,5501.67
R01656,33,1,2,1,10,13,1,44055.39,10227.33
R01657,62,1,2,0,10,12,1,101219.05,11510.41
R01658,24,5,2,0,10,15,1,123064.96,14333.24
R01659,59,1,2,0,10,13,2,41641.7,16439.92
R01660,38,1,1,2,10,15,2,148399.08,15399.73
R01661,33,5,1,3,10,12,4,29006.82,10844.23
R01662,63,1,1,0,10,15,2,77230.32,12094.2
R01663,63,3,2,0,10,13,2,24943.42,5911.09
R01664,26,5,1,0,10,16,4,25321.6,5619.91
R01665,48,1,2,1,10,13,1,74625.17,10697.51
R01666,59,1,1,0,10,10,4,138483.1,19442.78
R01667,32,1,2,2,10,12,4,56147.53,13233.32
R01668,47,1,1,2,10,15,1,75290.3,22283.77
R01669,20,1,2,1,10,13,1,65833.73,25180.26
R01670,58,1,2,0,10,12,4,40417.37,6079.89
R01671,39,1,2,1,10,11,2,25028.71,4866.84
R01672,57,4,1,1,10,11,1,24356.69,6522.26
R01673,35,5,1,0,10,12,4,16785.75,3961.66
R01674,25,5,2,1,10,12,4,25201.92,6019.86
R01675,47,3,2,1,10,15,1,59595.69,28152.59
R01676,48,1,2,0,10,12,4,23212.37,10843.91
R01677,21,5,2,0,10,12,4,4552.19,5695.32
R01678,35,5,2,4,10,13,1,90152.37,15480.64
R01679,23,5,1,0,10,12,4,9998.44,2141.35
R01680,27,5,2,0,10,15,1,50021.59,13673.69
R01681,32,1,2,2,10,13,1,43607.33,7738.3
R01682,20,5,1,0,10,13,4,15075.84,2678.98
R01683,21,5,1,0,10,13,4,11239.73,4550.13
R01684,27,5,1,0,10,15,1,12103.73,12379.89
R01685,57,1,1,0,10,12,1,38121.57,4941.54
R01686,64,1,2,0,10,12,2,22591.08,3408.61
R01687,64,1,1,0,10,13,1,40033.66,26949.28
R01688,27,1,2,2,10,15,4,70270.87,11979.7
R01689,26,1,1,0,10,13,4,40249.83,8094.41
R01690,49,2,2,1,10,12,4,20048.35,6444.35
R01691,21,5,1,0,10,13,4,11021.58,4355.2
R01692,50,1,1,1,10,12,1,20768.7,42783.02
R01693,62,1,1,0,10,10,4,47977.11,6907.01
R01694,38,1,1,3,10,15,4,140235.94,23897.5
R01695,42,1,2,0,10,15,1,67554.38,15205.16
R01696,64,1,2,0,10,12,2,58109.09,12008.17
R01697,60,1,1,0,10,13,2,13572.28,4697.12
R01698,68,3,2,0,10,11,4,72423.27,7028.02
R01699,40,1,2,3,10,11,1,57898.44,19637.34
R01700,34,5,1,0,10,12,4,18716.71,3938.44
R01701,21,5,1,0,10,13,4,6028.96,5255.73
R01702,58,2,2,0,10,13,2,46293.85,9723.22
R01703,20,5,2,0,10,12,4,11230.08,2424.89
R01704,56,3,2,1,10,13,4,17565.66,4530.63
R01705,36,3,1,0,10,11,4,24065.64,5380.61
R01706,42,5,2,2,10,15,1,60074.67,13378.62
R01707,48,1,1,0,10,12,2,55360.31,8249.22
R01708,75,2,2,0,10,12,2,20276.15,4525.8
R01709,54,1,1,0,10,13,1,126494.29,12825.74
R01710,62,1,1,0,10,16,5,106336.8,7945.39
R01711,40,1,1,3,10,11,4,86284.31,7535.44
R01712,43,1,2,3,10,16,4,61787.68,6145.28
R01713,60,1,1,2,10,15,4,48408.41,6042.18
R01714,51,1,1,0,10,15,2,200822.74,15551.54
R01715,25,5,1,0,10,13,4,12247.9,2542.85
R01716,42,5,1,0,10,15,4,45334.43,3867.66
R01717,31,5,2,1,10,12,4,103820.45,6203.62
R01718,26,1,2,0,10,13,4,25876.49,4404.68
R01719,35,1,2,2,10,13,4,32796.31,11717.91
R01720,22,1,2,1,10,12,4,14472.7,7585.2
R01721,59,2,2,0,10,12,1,28371.39,3667.25
R01722,32,1,2,3,10,16,1,13967.52,4293.45
R01723,69,1,1,0,10,13,1,88574.11,5084.4
R01724,41,1,1,2,10,11,2,33223.51,2555.15
R01725,66,1,1,0,10,12,1,4531.57,4234.21
R01726,53,5,2,5,10,14,4,44240.96,5481.42
R01727,64,1,1,0,10,11,4,16474.96,4880.02
R01728,65,1,1,0,10,12,4,31679.93,4046.34
R01729,48,5,1,0,10,12,4,19309.52,3498.4
R01730,71,1,1,0,10,12,1,52030.64,5115.78
R01731,31,5,1,0,10,12,4,69627.3,11674.65
R01732,59,1,2,0,10,12,4,16831.51,4401.56
R01733,43,3,2,1,10,13,4,60464.89,16605.27
R01734,24,1,2,0,10,15,4,18711.58,5258.22
R01735,42,1,1,2,10,12,1,101353.88,21030.55
R01736,40,1,2,2,10,15,1,266582.18,11125.91
R01737,40,1,2,3,10,11,4,34039.47,8913.53
R01738,65,1,2,0,10,15,1,156258.19,17546.09
R01739,20,1,2,0,10,12,4,48345.4,9458.16
R01740,46,1,1,2,10,15,1,70110.17,8616.93
R01741,36,5,1,0,10,15,4,55388.06,6374.1
R01742,52,1,1,1,10,13,1,43320.68,8269.01
R01743,35,1,2,0,10,12,4,37266.58,4690.88
R01744,62,3,2,0,10,13,4,40835.03,4269.03
R01745,24,5,1,0,10,13,4,28159.34,3476.55
R01746,49,2,2,0,10,12,4,29007.94,4045.34
R01747,48,5,1,0,10,12,1,67675.8,31379.58
R01748,33,1,2,2,10,10,4,28434.15,8563.54
R01749,48,1,1,1,10,10,1,28255.42,3688.05
R01750,42,1,1,1,10,13,1,93336.81,18252.55
R01751,34,4,2,2,10,15,4,18527.03,6829.43
R01752,18,5,1,0,10,12,6,6525.75,1351.07
R01753,19,5,1,0,10,13,5,12069.03,3895.83
R01754,23,5,2,0,10,12,4,30286.3,5261.64
R01755,60,2,2,0,10,12,2,38971.86,10502.95
R01756,41,5,2,0,10,11,4,39287.46,6200.21
R01757,38,5,2,1,10,14,4,16597.24,3557.51
R01758,35,1,1,2,10,12,4,41496.43,4958.45
R01759,40,1,1,1,10,15,1,4622.44,3888.26
R01760,28,5,2,2,10,12,2,114495.29,11757.31
R01761,46,1,2,1,10,10,4,46332.32,5891.51
R01762,27,1,1,0,10,13,4,36886.85,4340.9
R01763,48,1,2,0,10,13,5,31867.61,6756.19
R01764,54,1,2,0,10,16,2,105782.93,7042.13
R01765,27,1,1,1,10,12,4,24748.27,4500.93
R01766,50,1,1,0,10,14,1,59027.19,49067.01
R01767,21,5,2,0,10,11,5,32337.74,2778.92
R01768,37,5,2,0,10,14,4,1259.03,2299.82
R01769,33,5,2,0,10,13,4,53391.37,3075.95
R01770,80,2,1,0,10,12,1,15813.29,1107.41
R01771,49,5,2,0,10,13,4,36039.27,1392.34
R01772,56,3,1,0,10,12,1,37612.09,3182.49
R01773,32,1,2,1,10,13,2,52317.59,4649.43
R01774,48,3,1,0,10,13,4,44207.89,3780.31
R01775,43,5,2,1,10,13,4,3780.78,1698.84
R01776,57,3,1,0,10,12,2,81399.27,4801.96
R01777,21,5,2,0,10,13,4,1332.06,1216.46
R01778,20,5,1,0,10,12,4,35314.03,2598.74
R01779,75,3,2,0,10,14,2,80704.83,2611.65
R01780,73,1,1,0,10,12,1,73053.6,5085.75
R01781,28,1,1,1,10,12,1,69168.3,4220.18
R01782,44,3,2,1,10,12,4,35056.65,2490.29
R01783,58,1,1,0,10,13,4,74716.92,2283.75
R01784,39,1,1,1,10,13,4,30911.63,2613.49
R01785,48,3,2,0,10,12,1,37141.54,2119.8
R01786,28,5,2,0,10,15,4,109222.77,3989.42
R01787,64,1,2,0,10,16,2,220944.88,35547
R01788,46,1,1,1,10,12,1,36275.33,5260.96
R01789,36,1,2,2,10,15,1,132703.63,3862.94
R01790,56,3,1,0,10,14,1,60154.96,3887.22
R01791,39,1,2,3,10,11,4,25631.03,2223.74
R01792,44,2,2,0,10,13,4,59427.61,3768.32
R01793,27,5,2,0,10,13,4,25391.38,1873.01
R01794,49,1,2,0,10,15,4,71072.42,3499.24
R01795,30,5,1,0,10,15,4,45016.87,2173.47
R01796,46,1,2,0,10,12,1,113830.91,3697.41
R01797,54,3,1,0,10,14,1,6370.48,2053.03
R01798,65,3,2,0,10,16,2,27151.33,2145.35
R01799,48,1,2,0,10,12,4,129459.27,7014.67
R01800,59,2,2,0,10,12,1,29699.92,1207.5
R01801,72,1,1,0,10,13,2,39584.47,3069.62
R01802,61,5,1,0,10,12,2,23333.29,1131.01
R01803,62,1,1,0,10,16,1,52438.88,2151.53
R01804,30,1,1,0,10,16,1,110485.58,9860.05
R01805,79,1,1,0,10,15,1,53419.39,4909.12
R01806,21,5,1,0,10,12,4,12029.97,810.74
R01807,25,5,1,0,10,15,1,52079.48,3254.82
R01808,61,3,1,0,10,12,4,18927.52,1283.04
R01809,55,5,2,0,10,14,4,15980.46,1551.17
R01810,29,5,2,2,10,13,1,61256.67,3983.4
R01811,54,1,1,0,10,13,1,120366.95,7814.05
R01812,39,1,2,1,10,14,1,215748.33,6916.54
R01813,50,1,2,1,10,10,4,28678.17,2439.52
R01814,35,5,1,2,10,11,4,29645.45,3061.86
R01815,31,1,2,2,10,12,4,18136.51,2598.55
R01816,62,1,2,0,10,14,1,109510.95,4283.12
R01817,60,5,2,0,10,16,1,36255.63,2693.12
R01818,46,1,2,1,10,12,2,37827.47,5131.08
R01819,37,3,1,1,10,13,4,41774.05,4018.52
R01820,56,1,1,0,10,12,2,83276.39,3546.15
R01821,55,5,1,0,10,15,1,26476.64,2447.48
R01822,54,1,2,0,10,15,2,141967.89,5664.12
R01823,54,5,2,1,10,12,4,40107.79,2266.82
R01824,55,1,1,0,10,12,4,55699.19,6378.81
R01825,59,1,2,0,10,15,2,65326.5,2464.35
R01826,65,1,1,0,10,15,2,106241,4230.16
R01827,35,1,1,0,10,12,1,64370.91,3098.3
R01828,26,5,1,0,10,14,4,39189.04,4150.43
R01829,56,1,1,0,10,15,1,78758.33,10001.89
R01830,24,5,1,0,10,15,4,14058.07,5759.95
R01831,49,1,1,2,10,12,4,79124.53,15241.25
R01832,24,5,1,0,10,13,4,3385.52,3007.96
R01833,71,3,2,0,10,14,4,30228.07,4121.33
R01834,63,5,2,1,10,12,4,88323.06,14878.5
R01835,54,3,1,2,10,14,1,69002.04,9227.73
R01836,19,5,2,0,10,12,6,2995.61,486.8
R01837,43,4,1,0,10,10,4,17196.6,6013.58
R01838,57,5,2,0,10,12,2,28479.19,7246.53
R01839,26,1,2,1,10,12,4,57052.88,20735.44
R01840,44,3,2,0,10,14,1,85088.94,9712.34
R01841,34,5,1,0,10,13,4,45166.12,12769.62
R01842,33,1,2,2,10,15,1,53976.39,6860.65
R01843,24,5,1,0,10,10,4,3115.51,4069.06
R01844,32,1,2,2,10,12,1,61325.34,15162.12
R01845,22,5,2,0,10,13,6,11256.45,7894.32
R01846,18,5,1,0,10,13,6,8570.38,1102.3
R01847,35,1,1,0,10,11,4,104143.07,14609.63
R01848,53,5,2,0,10,12,4,10037.28,2471.81
R01849,19,5,1,0,10,10,4,2505.03,1493.93
R01850,19,5,2,0,10,13,6,24054.54,2337.81
R01851,54,1,1,0,10,15,4,31671.25,7948.53
R01852,21,5,2,0,10,13,4,2092.5,3534.26
R01853,64,1,1,0,10,13,2,40959.27,8231.17
R01854,56,1,2,1,10,13,1,31656.93,7192.01
R01855,66,2,2,1,10,12,4,28597.73,8599.36
R01856,62,1,2,0,10,12,4,47947.93,5937.03
R01857,64,1,2,1,10,12,2,94202.08,17990.86
R01858,41,3,2,2,10,12,4,20848.99,12408.34
R01859,41,5,1,0,10,13,4,13366.59,3776.41
R01860,23,5,1,0,10,12,4,37047.44,4658.81
R01861,22,5,1,0,10,13,4,40420.71,4418.63
R01862,48,1,1,1,10,12,4,12077.51,7473.06
R01863,43,1,1,3,10,10,4,20430.88,7058.2
R01864,51,1,1,3,10,13,1,27206.84,17134.96
R01865,53,1,2,2,10,11,1,57753.63,13207.39
R01866,56,4,2,0,10,10,4,18147.82,5486.16
R01867,31,5,2,4,10,11,5,30635.06,4856.03
R01868,28,3,2,2,10,15,4,17204.89,8289.26
R01869,30,5,2,3,10,14,4,17615.65,5550.76
R01870,53,5,2,0,10,15,2,37209.54,33339.31
R01871,53,3,2,0,10,15,2,42362,5371.38
R01872,66,1,1,0,10,12,2,88663.48,9836.06
R01873,21,5,2,0,10,13,4,7610.18,3485.06
R01874,55,3,2,0,10,15,4,19236.5,5120.59
R01875,48,1,1,4,10,11,4,51340.62,10745.73
R01876,56,1,1,0,10,12,4,25084.77,11178.89
R01877,57,3,2,0,10,11,4,29366.87,5192.67
R01878,57,1,1,0,10,15,1,279439.39,22047.27
R01879,43,1,1,3,10,11,2,53647.61,12279.45
R01880,71,1,2,0,10,14,2,49529.32,10125.39
R01881,54,1,1,0,10,11,1,74247.53,11548.37
R01882,21,5,2,0,10,13,4,6458.21,3271.37
R01883,40,1,2,1,10,13,1,100172.91,18567.9
R01884,24,5,1,0,10,13,4,1556.84,3585.51
